"","date","country","Sales"
"7378",2020-05-14,"Italy",178
"7379",2020-05-14,"Poland",177
"7380",2020-05-14,"Spain",186
"7381",2020-05-15,"Belgium",196
"7382",2020-05-15,"France",202
"7383",2020-05-15,"Germany",192
"7384",2020-05-15,"Italy",196
"7385",2020-05-15,"Poland",182
"7386",2020-05-15,"Spain",187
"7387",2020-05-16,"Belgium",204
"7388",2020-05-16,"France",215
"7389",2020-05-16,"Germany",206
"7390",2020-05-16,"Italy",212
"7391",2020-05-16,"Poland",212
"7392",2020-05-16,"Spain",208
"7393",2020-05-17,"Belgium",223
"7394",2020-05-17,"France",223
"7395",2020-05-17,"Germany",210
"7396",2020-05-17,"Italy",208
"7397",2020-05-17,"Poland",215
"7398",2020-05-17,"Spain",215
"7399",2020-05-18,"Belgium",183
"7400",2020-05-18,"France",181
"7401",2020-05-18,"Germany",178
"7402",2020-05-18,"Italy",181
"7403",2020-05-18,"Poland",186
"7404",2020-05-18,"Spain",176
"7405",2020-05-19,"Belgium",179
"7406",2020-05-19,"France",183
"7407",2020-05-19,"Germany",180
"7408",2020-05-19,"Italy",176
"7409",2020-05-19,"Poland",182
"7410",2020-05-19,"Spain",179
"7411",2020-05-20,"Belgium",183
"7412",2020-05-20,"France",181
"7413",2020-05-20,"Germany",179
"7414",2020-05-20,"Italy",188
"7415",2020-05-20,"Poland",180
"7416",2020-05-20,"Spain",183
"7417",2020-05-21,"Belgium",179
"7418",2020-05-21,"France",187
"7419",2020-05-21,"Germany",178
"7420",2020-05-21,"Italy",178
"7421",2020-05-21,"Poland",183
"7422",2020-05-21,"Spain",182
"7423",2020-05-22,"Belgium",194
"7424",2020-05-22,"France",193
"7425",2020-05-22,"Germany",188
"7426",2020-05-22,"Italy",182
"7427",2020-05-22,"Poland",194
"7428",2020-05-22,"Spain",190
"7429",2020-05-23,"Belgium",221
"7430",2020-05-23,"France",217
"7431",2020-05-23,"Germany",219
"7432",2020-05-23,"Italy",203
"7433",2020-05-23,"Poland",209
"7434",2020-05-23,"Spain",216
"7435",2020-05-24,"Belgium",235
"7436",2020-05-24,"France",239
"7437",2020-05-24,"Germany",241
"7438",2020-05-24,"Italy",220
"7439",2020-05-24,"Poland",214
"7440",2020-05-24,"Spain",223
"7441",2020-05-25,"Belgium",200
"7442",2020-05-25,"France",204
"7443",2020-05-25,"Germany",203
"7444",2020-05-25,"Italy",178
"7445",2020-05-25,"Poland",179
"7446",2020-05-25,"Spain",179
"7447",2020-05-26,"Belgium",209
"7448",2020-05-26,"France",203
"7449",2020-05-26,"Germany",206
"7450",2020-05-26,"Italy",180
"7451",2020-05-26,"Poland",179
"7452",2020-05-26,"Spain",173
"7453",2020-05-27,"Belgium",195
"7454",2020-05-27,"France",194
"7455",2020-05-27,"Germany",198
"7456",2020-05-27,"Italy",184
"7457",2020-05-27,"Poland",176
"7458",2020-05-27,"Spain",182
"7459",2020-05-28,"Belgium",188
"7460",2020-05-28,"France",183
"7461",2020-05-28,"Germany",195
"7462",2020-05-28,"Italy",189
"7463",2020-05-28,"Poland",179
"7464",2020-05-28,"Spain",176
"7465",2020-05-29,"Belgium",192
"7466",2020-05-29,"France",194
"7467",2020-05-29,"Germany",197
"7468",2020-05-29,"Italy",186
"7469",2020-05-29,"Poland",189
"7470",2020-05-29,"Spain",193
"7471",2020-05-30,"Belgium",206
"7472",2020-05-30,"France",208
"7473",2020-05-30,"Germany",208
"7474",2020-05-30,"Italy",197
"7475",2020-05-30,"Poland",207
"7476",2020-05-30,"Spain",204
"7477",2020-05-31,"Belgium",216
"7478",2020-05-31,"France",209
"7479",2020-05-31,"Germany",213
"7480",2020-05-31,"Italy",218
"7481",2020-05-31,"Poland",213
"7482",2020-05-31,"Spain",216
"7483",2020-06-01,"Belgium",207
"7484",2020-06-01,"France",200
"7485",2020-06-01,"Germany",195
"7486",2020-06-01,"Italy",200
"7487",2020-06-01,"Poland",202
"7488",2020-06-01,"Spain",195
"7489",2020-06-02,"Belgium",203
"7490",2020-06-02,"France",201
"7491",2020-06-02,"Germany",202
"7492",2020-06-02,"Italy",201
"7493",2020-06-02,"Poland",210
"7494",2020-06-02,"Spain",194
"7495",2020-06-03,"Belgium",208
"7496",2020-06-03,"France",205
"7497",2020-06-03,"Germany",207
"7498",2020-06-03,"Italy",208
"7499",2020-06-03,"Poland",216
"7500",2020-06-03,"Spain",198
"7501",2020-06-04,"Belgium",216
"7502",2020-06-04,"France",217
"7503",2020-06-04,"Germany",213
"7504",2020-06-04,"Italy",210
"7505",2020-06-04,"Poland",224
"7506",2020-06-04,"Spain",192
"7507",2020-06-05,"Belgium",242
"7508",2020-06-05,"France",238
"7509",2020-06-05,"Germany",233
"7510",2020-06-05,"Italy",223
"7511",2020-06-05,"Poland",238
"7512",2020-06-05,"Spain",208
"7513",2020-06-06,"Belgium",248
"7514",2020-06-06,"France",244
"7515",2020-06-06,"Germany",252
"7516",2020-06-06,"Italy",252
"7517",2020-06-06,"Poland",239
"7518",2020-06-06,"Spain",220
"7519",2020-06-07,"Belgium",254
"7520",2020-06-07,"France",260
"7521",2020-06-07,"Germany",257
"7522",2020-06-07,"Italy",262
"7523",2020-06-07,"Poland",241
"7524",2020-06-07,"Spain",239
"7525",2020-06-08,"Belgium",211
"7526",2020-06-08,"France",207
"7527",2020-06-08,"Germany",195
"7528",2020-06-08,"Italy",216
"7529",2020-06-08,"Poland",205
"7530",2020-06-08,"Spain",200
"7531",2020-06-09,"Belgium",201
"7532",2020-06-09,"France",207
"7533",2020-06-09,"Germany",198
"7534",2020-06-09,"Italy",203
"7535",2020-06-09,"Poland",203
"7536",2020-06-09,"Spain",190
"7537",2020-06-10,"Belgium",197
"7538",2020-06-10,"France",201
"7539",2020-06-10,"Germany",199
"7540",2020-06-10,"Italy",197
"7541",2020-06-10,"Poland",187
"7542",2020-06-10,"Spain",192
"7543",2020-06-11,"Belgium",188
"7544",2020-06-11,"France",196
"7545",2020-06-11,"Germany",198
"7546",2020-06-11,"Italy",195
"7547",2020-06-11,"Poland",189
"7548",2020-06-11,"Spain",195
"7549",2020-06-12,"Belgium",206
"7550",2020-06-12,"France",197
"7551",2020-06-12,"Germany",208
"7552",2020-06-12,"Italy",213
"7553",2020-06-12,"Poland",207
"7554",2020-06-12,"Spain",205
"7555",2020-06-13,"Belgium",224
"7556",2020-06-13,"France",223
"7557",2020-06-13,"Germany",223
"7558",2020-06-13,"Italy",225
"7559",2020-06-13,"Poland",232
"7560",2020-06-13,"Spain",218
"7561",2020-06-14,"Belgium",224
"7562",2020-06-14,"France",224
"7563",2020-06-14,"Germany",232
"7564",2020-06-14,"Italy",226
"7565",2020-06-14,"Poland",252
"7566",2020-06-14,"Spain",228
"7567",2020-06-15,"Belgium",192
"7568",2020-06-15,"France",189
"7569",2020-06-15,"Germany",191
"7570",2020-06-15,"Italy",192
"7571",2020-06-15,"Poland",225
"7572",2020-06-15,"Spain",192
"7573",2020-06-16,"Belgium",194
"7574",2020-06-16,"France",196
"7575",2020-06-16,"Germany",188
"7576",2020-06-16,"Italy",193
"7577",2020-06-16,"Poland",227
"7578",2020-06-16,"Spain",200
"7579",2020-06-17,"Belgium",189
"7580",2020-06-17,"France",191
"7581",2020-06-17,"Germany",197
"7582",2020-06-17,"Italy",197
"7583",2020-06-17,"Poland",214
"7584",2020-06-17,"Spain",197
"7585",2020-06-18,"Belgium",199
"7586",2020-06-18,"France",205
"7587",2020-06-18,"Germany",200
"7588",2020-06-18,"Italy",196
"7589",2020-06-18,"Poland",208
"7590",2020-06-18,"Spain",192
"7591",2020-06-19,"Belgium",210
"7592",2020-06-19,"France",204
"7593",2020-06-19,"Germany",195
"7594",2020-06-19,"Italy",205
"7595",2020-06-19,"Poland",215
"7596",2020-06-19,"Spain",205
"7597",2020-06-20,"Belgium",223
"7598",2020-06-20,"France",227
"7599",2020-06-20,"Germany",230
"7600",2020-06-20,"Italy",234
"7601",2020-06-20,"Poland",231
"7602",2020-06-20,"Spain",221
"7603",2020-06-21,"Belgium",231
"7604",2020-06-21,"France",242
"7605",2020-06-21,"Germany",238
"7606",2020-06-21,"Italy",239
"7607",2020-06-21,"Poland",237
"7608",2020-06-21,"Spain",228
"7609",2020-06-22,"Belgium",196
"7610",2020-06-22,"France",194
"7611",2020-06-22,"Germany",197
"7612",2020-06-22,"Italy",193
"7613",2020-06-22,"Poland",200
"7614",2020-06-22,"Spain",190
"7615",2020-06-23,"Belgium",189
"7616",2020-06-23,"France",194
"7617",2020-06-23,"Germany",190
"7618",2020-06-23,"Italy",195
"7619",2020-06-23,"Poland",204
"7620",2020-06-23,"Spain",201
"7621",2020-06-24,"Belgium",193
"7622",2020-06-24,"France",193
"7623",2020-06-24,"Germany",194
"7624",2020-06-24,"Italy",194
"7625",2020-06-24,"Poland",193
"7626",2020-06-24,"Spain",200
"7627",2020-06-25,"Belgium",194
"7628",2020-06-25,"France",198
"7629",2020-06-25,"Germany",194
"7630",2020-06-25,"Italy",183
"7631",2020-06-25,"Poland",191
"7632",2020-06-25,"Spain",194
"7633",2020-06-26,"Belgium",204
"7634",2020-06-26,"France",201
"7635",2020-06-26,"Germany",201
"7636",2020-06-26,"Italy",198
"7637",2020-06-26,"Poland",202
"7638",2020-06-26,"Spain",199
"7639",2020-06-27,"Belgium",222
"7640",2020-06-27,"France",230
"7641",2020-06-27,"Germany",220
"7642",2020-06-27,"Italy",225
"7643",2020-06-27,"Poland",222
"7644",2020-06-27,"Spain",224
"7645",2020-06-28,"Belgium",236
"7646",2020-06-28,"France",232
"7647",2020-06-28,"Germany",235
"7648",2020-06-28,"Italy",234
"7649",2020-06-28,"Poland",230
"7650",2020-06-28,"Spain",235
"7651",2020-06-29,"Belgium",196
"7652",2020-06-29,"France",189
"7653",2020-06-29,"Germany",203
"7654",2020-06-29,"Italy",198
"7655",2020-06-29,"Poland",198
"7656",2020-06-29,"Spain",195
"7657",2020-06-30,"Belgium",190
"7658",2020-06-30,"France",193
"7659",2020-06-30,"Germany",198
"7660",2020-06-30,"Italy",188
"7661",2020-06-30,"Poland",194
"7662",2020-06-30,"Spain",190
"7663",2020-07-01,"Belgium",202
"7664",2020-07-01,"France",199
"7665",2020-07-01,"Germany",204
"7666",2020-07-01,"Italy",199
"7667",2020-07-01,"Poland",200
"7668",2020-07-01,"Spain",202
"7669",2020-07-02,"Belgium",203
"7670",2020-07-02,"France",210
"7671",2020-07-02,"Germany",199
"7672",2020-07-02,"Italy",199
"7673",2020-07-02,"Poland",201
"7674",2020-07-02,"Spain",202
"7675",2020-07-03,"Belgium",216
"7676",2020-07-03,"France",218
"7677",2020-07-03,"Germany",222
"7678",2020-07-03,"Italy",214
"7679",2020-07-03,"Poland",214
"7680",2020-07-03,"Spain",220
"7681",2020-07-04,"Belgium",234
"7682",2020-07-04,"France",234
"7683",2020-07-04,"Germany",238
"7684",2020-07-04,"Italy",240
"7685",2020-07-04,"Poland",232
"7686",2020-07-04,"Spain",235
"7687",2020-07-05,"Belgium",248
"7688",2020-07-05,"France",242
"7689",2020-07-05,"Germany",241
"7690",2020-07-05,"Italy",238
"7691",2020-07-05,"Poland",247
"7692",2020-07-05,"Spain",239
"7693",2020-07-06,"Belgium",203
"7694",2020-07-06,"France",210
"7695",2020-07-06,"Germany",204
"7696",2020-07-06,"Italy",199
"7697",2020-07-06,"Poland",193
"7698",2020-07-06,"Spain",202
"7699",2020-07-07,"Belgium",203
"7700",2020-07-07,"France",197
"7701",2020-07-07,"Germany",206
"7702",2020-07-07,"Italy",204
"7703",2020-07-07,"Poland",205
"7704",2020-07-07,"Spain",204
"7705",2020-07-08,"Belgium",209
"7706",2020-07-08,"France",204
"7707",2020-07-08,"Germany",198
"7708",2020-07-08,"Italy",212
"7709",2020-07-08,"Poland",204
"7710",2020-07-08,"Spain",206
"7711",2020-07-09,"Belgium",196
"7712",2020-07-09,"France",207
"7713",2020-07-09,"Germany",204
"7714",2020-07-09,"Italy",196
"7715",2020-07-09,"Poland",207
"7716",2020-07-09,"Spain",198
"7717",2020-07-10,"Belgium",209
"7718",2020-07-10,"France",210
"7719",2020-07-10,"Germany",214
"7720",2020-07-10,"Italy",218
"7721",2020-07-10,"Poland",214
"7722",2020-07-10,"Spain",211
"7723",2020-07-11,"Belgium",227
"7724",2020-07-11,"France",224
"7725",2020-07-11,"Germany",231
"7726",2020-07-11,"Italy",221
"7727",2020-07-11,"Poland",238
"7728",2020-07-11,"Spain",236
"7729",2020-07-12,"Belgium",244
"7730",2020-07-12,"France",231
"7731",2020-07-12,"Germany",242
"7732",2020-07-12,"Italy",242
"7733",2020-07-12,"Poland",244
"7734",2020-07-12,"Spain",251
"7735",2020-07-13,"Belgium",195
"7736",2020-07-13,"France",197
"7737",2020-07-13,"Germany",200
"7738",2020-07-13,"Italy",203
"7739",2020-07-13,"Poland",201
"7740",2020-07-13,"Spain",200
"7741",2020-07-14,"Belgium",208
"7742",2020-07-14,"France",206
"7743",2020-07-14,"Germany",207
"7744",2020-07-14,"Italy",197
"7745",2020-07-14,"Poland",204
"7746",2020-07-14,"Spain",206
"7747",2020-07-15,"Belgium",207
"7748",2020-07-15,"France",208
"7749",2020-07-15,"Germany",202
"7750",2020-07-15,"Italy",206
"7751",2020-07-15,"Poland",214
"7752",2020-07-15,"Spain",202
"7753",2020-07-16,"Belgium",198
"7754",2020-07-16,"France",212
"7755",2020-07-16,"Germany",202
"7756",2020-07-16,"Italy",202
"7757",2020-07-16,"Poland",202
"7758",2020-07-16,"Spain",203
"7759",2020-07-17,"Belgium",220
"7760",2020-07-17,"France",237
"7761",2020-07-17,"Germany",214
"7762",2020-07-17,"Italy",215
"7763",2020-07-17,"Poland",214
"7764",2020-07-17,"Spain",204
"7765",2020-07-18,"Belgium",228
"7766",2020-07-18,"France",253
"7767",2020-07-18,"Germany",229
"7768",2020-07-18,"Italy",237
"7769",2020-07-18,"Poland",236
"7770",2020-07-18,"Spain",228
"7771",2020-07-19,"Belgium",248
"7772",2020-07-19,"France",273
"7773",2020-07-19,"Germany",242
"7774",2020-07-19,"Italy",242
"7775",2020-07-19,"Poland",246
"7776",2020-07-19,"Spain",247
"7777",2020-07-20,"Belgium",193
"7778",2020-07-20,"France",220
"7779",2020-07-20,"Germany",208
"7780",2020-07-20,"Italy",202
"7781",2020-07-20,"Poland",199
"7782",2020-07-20,"Spain",194
"7783",2020-07-21,"Belgium",208
"7784",2020-07-21,"France",214
"7785",2020-07-21,"Germany",195
"7786",2020-07-21,"Italy",200
"7787",2020-07-21,"Poland",211
"7788",2020-07-21,"Spain",203
"7789",2020-07-22,"Belgium",208
"7790",2020-07-22,"France",202
"7791",2020-07-22,"Germany",198
"7792",2020-07-22,"Italy",201
"7793",2020-07-22,"Poland",190
"7794",2020-07-22,"Spain",203
"7795",2020-07-23,"Belgium",219
"7796",2020-07-23,"France",201
"7797",2020-07-23,"Germany",198
"7798",2020-07-23,"Italy",201
"7799",2020-07-23,"Poland",202
"7800",2020-07-23,"Spain",202
"7801",2020-07-24,"Belgium",239
"7802",2020-07-24,"France",212
"7803",2020-07-24,"Germany",206
"7804",2020-07-24,"Italy",210
"7805",2020-07-24,"Poland",217
"7806",2020-07-24,"Spain",210
"7807",2020-07-25,"Belgium",269
"7808",2020-07-25,"France",231
"7809",2020-07-25,"Germany",230
"7810",2020-07-25,"Italy",232
"7811",2020-07-25,"Poland",234
"7812",2020-07-25,"Spain",238
"7813",2020-07-26,"Belgium",266
"7814",2020-07-26,"France",238
"7815",2020-07-26,"Germany",242
"7816",2020-07-26,"Italy",239
"7817",2020-07-26,"Poland",247
"7818",2020-07-26,"Spain",240
"7819",2020-07-27,"Belgium",214
"7820",2020-07-27,"France",199
"7821",2020-07-27,"Germany",199
"7822",2020-07-27,"Italy",190
"7823",2020-07-27,"Poland",198
"7824",2020-07-27,"Spain",194
"7825",2020-07-28,"Belgium",217
"7826",2020-07-28,"France",203
"7827",2020-07-28,"Germany",202
"7828",2020-07-28,"Italy",199
"7829",2020-07-28,"Poland",206
"7830",2020-07-28,"Spain",207
"7831",2020-07-29,"Belgium",208
"7832",2020-07-29,"France",200
"7833",2020-07-29,"Germany",198
"7834",2020-07-29,"Italy",206
"7835",2020-07-29,"Poland",203
"7836",2020-07-29,"Spain",197
"7837",2020-07-30,"Belgium",207
"7838",2020-07-30,"France",193
"7839",2020-07-30,"Germany",202
"7840",2020-07-30,"Italy",199
"7841",2020-07-30,"Poland",199
"7842",2020-07-30,"Spain",198
"7843",2020-07-31,"Belgium",208
"7844",2020-07-31,"France",209
"7845",2020-07-31,"Germany",207
"7846",2020-07-31,"Italy",213
"7847",2020-07-31,"Poland",211
"7848",2020-07-31,"Spain",216
"7849",2020-08-01,"Belgium",231
"7850",2020-08-01,"France",242
"7851",2020-08-01,"Germany",226
"7852",2020-08-01,"Italy",235
"7853",2020-08-01,"Poland",220
"7854",2020-08-01,"Spain",224
"7855",2020-08-02,"Belgium",243
"7856",2020-08-02,"France",246
"7857",2020-08-02,"Germany",244
"7858",2020-08-02,"Italy",238
"7859",2020-08-02,"Poland",245
"7860",2020-08-02,"Spain",246
"7861",2020-08-03,"Belgium",203
"7862",2020-08-03,"France",204
"7863",2020-08-03,"Germany",197
"7864",2020-08-03,"Italy",200
"7865",2020-08-03,"Poland",195
"7866",2020-08-03,"Spain",196
"7867",2020-08-04,"Belgium",195
"7868",2020-08-04,"France",198
"7869",2020-08-04,"Germany",197
"7870",2020-08-04,"Italy",200
"7871",2020-08-04,"Poland",207
"7872",2020-08-04,"Spain",204
"7873",2020-08-05,"Belgium",199
"7874",2020-08-05,"France",203
"7875",2020-08-05,"Germany",202
"7876",2020-08-05,"Italy",209
"7877",2020-08-05,"Poland",203
"7878",2020-08-05,"Spain",200
"7879",2020-08-06,"Belgium",194
"7880",2020-08-06,"France",198
"7881",2020-08-06,"Germany",199
"7882",2020-08-06,"Italy",206
"7883",2020-08-06,"Poland",202
"7884",2020-08-06,"Spain",203
"7885",2020-08-07,"Belgium",205
"7886",2020-08-07,"France",220
"7887",2020-08-07,"Germany",210
"7888",2020-08-07,"Italy",212
"7889",2020-08-07,"Poland",214
"7890",2020-08-07,"Spain",212
"7891",2020-08-08,"Belgium",230
"7892",2020-08-08,"France",229
"7893",2020-08-08,"Germany",235
"7894",2020-08-08,"Italy",234
"7895",2020-08-08,"Poland",238
"7896",2020-08-08,"Spain",238
"7897",2020-08-09,"Belgium",241
"7898",2020-08-09,"France",240
"7899",2020-08-09,"Germany",239
"7900",2020-08-09,"Italy",239
"7901",2020-08-09,"Poland",246
"7902",2020-08-09,"Spain",240
"7903",2020-08-10,"Belgium",196
"7904",2020-08-10,"France",198
"7905",2020-08-10,"Germany",202
"7906",2020-08-10,"Italy",206
"7907",2020-08-10,"Poland",213
"7908",2020-08-10,"Spain",201
"7909",2020-08-11,"Belgium",207
"7910",2020-08-11,"France",192
"7911",2020-08-11,"Germany",205
"7912",2020-08-11,"Italy",200
"7913",2020-08-11,"Poland",196
"7914",2020-08-11,"Spain",198
"7915",2020-08-12,"Belgium",199
"7916",2020-08-12,"France",199
"7917",2020-08-12,"Germany",204
"7918",2020-08-12,"Italy",196
"7919",2020-08-12,"Poland",199
"7920",2020-08-12,"Spain",204
"7921",2020-08-13,"Belgium",202
"7922",2020-08-13,"France",211
"7923",2020-08-13,"Germany",205
"7924",2020-08-13,"Italy",200
"7925",2020-08-13,"Poland",197
"7926",2020-08-13,"Spain",193
"7927",2020-08-14,"Belgium",214
"7928",2020-08-14,"France",215
"7929",2020-08-14,"Germany",207
"7930",2020-08-14,"Italy",213
"7931",2020-08-14,"Poland",213
"7932",2020-08-14,"Spain",206
"7933",2020-08-15,"Belgium",231
"7934",2020-08-15,"France",236
"7935",2020-08-15,"Germany",225
"7936",2020-08-15,"Italy",236
"7937",2020-08-15,"Poland",230
"7938",2020-08-15,"Spain",236
"7939",2020-08-16,"Belgium",249
"7940",2020-08-16,"France",250
"7941",2020-08-16,"Germany",239
"7942",2020-08-16,"Italy",251
"7943",2020-08-16,"Poland",246
"7944",2020-08-16,"Spain",250
"7945",2020-08-17,"Belgium",206
"7946",2020-08-17,"France",217
"7947",2020-08-17,"Germany",204
"7948",2020-08-17,"Italy",210
"7949",2020-08-17,"Poland",212
"7950",2020-08-17,"Spain",212
"7951",2020-08-18,"Belgium",219
"7952",2020-08-18,"France",223
"7953",2020-08-18,"Germany",203
"7954",2020-08-18,"Italy",212
"7955",2020-08-18,"Poland",221
"7956",2020-08-18,"Spain",216
"7957",2020-08-19,"Belgium",225
"7958",2020-08-19,"France",230
"7959",2020-08-19,"Germany",210
"7960",2020-08-19,"Italy",225
"7961",2020-08-19,"Poland",223
"7962",2020-08-19,"Spain",230
"7963",2020-08-20,"Belgium",219
"7964",2020-08-20,"France",229
"7965",2020-08-20,"Germany",205
"7966",2020-08-20,"Italy",228
"7967",2020-08-20,"Poland",224
"7968",2020-08-20,"Spain",215
"7969",2020-08-21,"Belgium",234
"7970",2020-08-21,"France",234
"7971",2020-08-21,"Germany",208
"7972",2020-08-21,"Italy",229
"7973",2020-08-21,"Poland",239
"7974",2020-08-21,"Spain",232
"7975",2020-08-22,"Belgium",247
"7976",2020-08-22,"France",234
"7977",2020-08-22,"Germany",224
"7978",2020-08-22,"Italy",254
"7979",2020-08-22,"Poland",245
"7980",2020-08-22,"Spain",247
"7981",2020-08-23,"Belgium",243
"7982",2020-08-23,"France",255
"7983",2020-08-23,"Germany",234
"7984",2020-08-23,"Italy",253
"7985",2020-08-23,"Poland",246
"7986",2020-08-23,"Spain",237
"7987",2020-08-24,"Belgium",200
"7988",2020-08-24,"France",203
"7989",2020-08-24,"Germany",202
"7990",2020-08-24,"Italy",208
"7991",2020-08-24,"Poland",198
"7992",2020-08-24,"Spain",201
"7993",2020-08-25,"Belgium",198
"7994",2020-08-25,"France",204
"7995",2020-08-25,"Germany",197
"7996",2020-08-25,"Italy",205
"7997",2020-08-25,"Poland",198
"7998",2020-08-25,"Spain",199
"7999",2020-08-26,"Belgium",199
"8000",2020-08-26,"France",202
"8001",2020-08-26,"Germany",209
"8002",2020-08-26,"Italy",199
"8003",2020-08-26,"Poland",196
"8004",2020-08-26,"Spain",200
"8005",2020-08-27,"Belgium",207
"8006",2020-08-27,"France",199
"8007",2020-08-27,"Germany",199
"8008",2020-08-27,"Italy",202
"8009",2020-08-27,"Poland",200
"8010",2020-08-27,"Spain",195
"8011",2020-08-28,"Belgium",215
"8012",2020-08-28,"France",209
"8013",2020-08-28,"Germany",210
"8014",2020-08-28,"Italy",213
"8015",2020-08-28,"Poland",212
"8016",2020-08-28,"Spain",209
"8017",2020-08-29,"Belgium",231
"8018",2020-08-29,"France",226
"8019",2020-08-29,"Germany",220
"8020",2020-08-29,"Italy",230
"8021",2020-08-29,"Poland",234
"8022",2020-08-29,"Spain",233
"8023",2020-08-30,"Belgium",242
"8024",2020-08-30,"France",240
"8025",2020-08-30,"Germany",238
"8026",2020-08-30,"Italy",239
"8027",2020-08-30,"Poland",245
"8028",2020-08-30,"Spain",246
"8029",2020-08-31,"Belgium",206
"8030",2020-08-31,"France",204
"8031",2020-08-31,"Germany",203
"8032",2020-08-31,"Italy",201
"8033",2020-08-31,"Poland",194
"8034",2020-08-31,"Spain",202
"8035",2020-09-01,"Belgium",206
"8036",2020-09-01,"France",198
"8037",2020-09-01,"Germany",199
"8038",2020-09-01,"Italy",203
"8039",2020-09-01,"Poland",205
"8040",2020-09-01,"Spain",205
"8041",2020-09-02,"Belgium",205
"8042",2020-09-02,"France",201
"8043",2020-09-02,"Germany",204
"8044",2020-09-02,"Italy",206
"8045",2020-09-02,"Poland",200
